Topic,comp_role,Year,weight,word_category
16,fi_82+seller,2002,0.0352,5
16,fi_84+originator,2004,0.0758,4
16,fi_84+originator,2005,0.0986,2
16,fi_95+servicer,2002,0.0402,4
17,fi_125+servicer,2008,0.0536,5
17,fi_133+originator,2003,0.011,5
17,fi_133+originator,2004,0.0234,4
17,fi_134+originator,2004,0.0234,5
17,fi_137+originator,2006,0.1477,2
17,fi_137+originator,2007,0.1114,2
17,fi_137+originator,2008,0.3163,1
17,fi_142+depositor,2006,0.0378,3
17,fi_142+depositor,2007,0.0557,3
17,fi_142+depositor,2008,0.174,3
17,fi_170+originator,2002,0.0472,2
17,fi_170+originator,2003,0.1656,2
17,fi_170+originator,2004,0.1044,2
17,fi_170+originator,2005,0.0477,3
17,fi_174+issuer,2005,0.06,2
17,fi_219+seller,2005,0.0462,4
17,fi_226+servicer,2008,0.0565,4
17,fi_266+originator,2006,0.0227,5
17,fi_266+originator,2007,0.0406,4
17,fi_293+originator,2002,0.0116,4
17,fi_293+originator,2003,0.0261,4
17,fi_293+originator,2004,0.0729,3
17,fi_293+trustee,2002,0.0059,5
17,fi_293+trustee,2006,0.03,4
17,fi_293+trustee,2007,0.032,5
17,fi_300+issuer,2002,0.8243,1
17,fi_300+issuer,2003,0.5935,1
17,fi_300+issuer,2004,0.4729,1
17,fi_300+issuer,2005,0.5536,1
17,fi_300+issuer,2006,0.3771,1
17,fi_300+issuer,2007,0.4814,1
17,fi_300+issuer,2008,0.2672,2
17,fi_308+trustee,2002,0.0295,3
17,fi_308+trustee,2003,0.0409,3
17,fi_70+issuer,2005,0.0158,5
18,fi_118+originator,2008,0.6489,1
18,fi_160+originator,2002,0.1374,2
18,fi_177+depositor,2002,0.088,3
18,fi_177+depositor,2003,0.1286,2
18,fi_177+depositor,2004,0.0696,3
18,fi_177+depositor,2005,0.0857,3
18,fi_177+depositor,2006,0.0864,2
18,fi_177+depositor,2007,0.0798,3
18,fi_177+depositor,2008,0.031,4
18,fi_177+issuer,2002,0.2019,1
18,fi_177+issuer,2003,0.27,1
18,fi_177+issuer,2004,0.3365,1
18,fi_177+issuer,2005,0.379,1
18,fi_177+issuer,2006,0.4189,1
18,fi_177+issuer,2007,0.3713,1
18,fi_177+issuer,2008,0.081,2
18,fi_177+seller,2002,0.0577,5
18,fi_177+seller,2003,0.1166,3
18,fi_177+seller,2004,0.1324,2
18,fi_177+seller,2005,0.0862,2
18,fi_177+seller,2006,0.0553,4
18,fi_177+servicer,2002,0.0595,4
18,fi_177+servicer,2003,0.0612,5
18,fi_177+sponsor,2005,0.0357,5
18,fi_177+sponsor,2006,0.0834,3
18,fi_177+sponsor,2007,0.0853,2
18,fi_177+sponsor,2008,0.0326,3
18,fi_188+issuer,2003,0.0831,4
18,fi_188+issuer,2004,0.054,5
18,fi_188+issuer,2005,0.0795,4
18,fi_306+securities-administrator,2006,0.032,5
18,fi_306+securities-administrator,2007,0.0636,5
18,fi_306+servicer,2004,0.0617,4
18,fi_306+servicer,2007,0.0716,4
18,fi_306+servicer,2008,0.0286,5
19,fi_105+originator,2007,0.0393,4
19,fi_113+originator,2002,0.0734,4
19,fi_113+originator,2003,0.09,3
19,fi_113+originator,2004,0.0982,3
19,fi_113+originator,2006,0.0791,2
19,fi_113+originator,2007,0.032,5
19,fi_128+originator,2002,0.1439,2
19,fi_128+originator,2003,0.0936,2
19,fi_128+originator,2004,0.1896,1
19,fi_128+originator,2005,0.1636,1
19,fi_128+originator,2006,0.3702,1
19,fi_128+originator,2007,0.2934,1
19,fi_128+originator,2008,0.2188,1
19,fi_128+servicer,2006,0.0491,5
19,fi_181+originator,2002,0.2379,1
19,fi_181+originator,2003,0.0627,5
19,fi_181+originator,2004,0.1211,2
19,fi_181+originator,2007,0.1647,3
19,fi_181+originator,2008,0.1938,3
19,fi_236+originator,2005,0.0547,5
19,fi_236+originator,2006,0.0759,3
19,fi_3+originator,2003,0.0939,1
19,fi_303+issuer,2006,0.07,4
19,fi_306+securities-administrator,2005,0.0593,4
19,fi_306+servicer,2002,0.0738,3
19,fi_306+servicer,2003,0.0886,4
19,fi_306+servicer,2004,0.0786,4
19,fi_306+servicer,2005,0.1032,2
19,fi_64+originator,2008,0.0974,4
19,fi_71+originator,2002,0.057,5
19,fi_71+originator,2007,0.1841,2
19,fi_71+originator,2008,0.1985,2
19,fi_71+servicer,2008,0.032,5
19,fi_80+depositor,2004,0.0415,5
19,fi_98+issuer,2005,0.0702,3
2,fi_104+originator,2004,0.0629,5
2,fi_104+originator,2006,0.0283,4
2,fi_106+originator,2002,0.15,1
2,fi_106+originator,2003,0.0982,5
2,fi_106+originator,2004,0.1297,2
2,fi_106+originator,2005,0.2031,2
2,fi_106+originator,2006,0.1053,3
2,fi_157+seller,2002,0.0857,5
2,fi_157+seller,2007,0.0685,3
2,fi_157+seller,2008,0.1276,3
2,fi_157+sponsor,2007,0.0655,4
2,fi_157+sponsor,2008,0.1249,4
2,fi_178+originator,2002,0.1187,3
2,fi_178+originator,2003,0.1394,1
2,fi_178+originator,2004,0.1903,1
2,fi_178+originator,2005,0.425,1
2,fi_178+originator,2006,0.5439,1
2,fi_178+originator,2007,0.4834,1
2,fi_178+originator,2008,0.156,2
2,fi_210+servicer,2005,0.0419,3
2,fi_218+originator,2003,0.1241,3
2,fi_218+originator,2005,0.0344,5
2,fi_218+originator,2006,0.1319,2
2,fi_25+issuer,2002,0.1389,2
2,fi_262+depositor,2007,0.0533,5
2,fi_262+depositor,2008,0.0984,5
2,fi_262+issuer,2003,0.1314,2
2,fi_262+issuer,2004,0.1154,3
2,fi_306+securities-administrator,2005,0.0356,4
2,fi_31+servicer,2002,0.0987,4
2,fi_31+servicer,2003,0.102,4
2,fi_31+servicer,2004,0.0779,4
2,fi_31+servicer,2007,0.0814,2
2,fi_31+servicer,2008,0.1879,1
2,fi_61+originator,2006,0.0175,5
20,fi_153+trustee,2004,0.0351,5
20,fi_208+originator,2005,0.0673,5
20,fi_208+originator,2006,0.0677,4
20,fi_208+originator,2007,0.0448,4
20,fi_208+originator,2008,0.0121,4
20,fi_255+originator,2006,0.1113,3
20,fi_255+originator,2007,0.089,2
20,fi_255+originator,2008,0.0206,3
20,fi_262+depositor,2004,0.0732,4
20,fi_262+depositor,2007,0.0589,3
20,fi_262+depositor,2008,0.0237,2
20,fi_262+issuer,2002,0.3417,1
20,fi_262+issuer,2003,0.3739,1
20,fi_262+issuer,2004,0.3411,1
20,fi_262+issuer,2005,0.1308,2
20,fi_262+issuer,2006,0.2166,1
20,fi_262+issuer,2007,0.4985,1
20,fi_262+issuer,2008,0.8499,1
20,fi_262+seller,2002,0.0998,2
20,fi_262+seller,2003,0.0433,4
20,fi_306+securities-administrator,2002,0.0828,4
20,fi_306+securities-administrator,2003,0.1028,3
20,fi_306+securities-administrator,2004,0.0946,3
20,fi_306+securities-administrator,2005,0.0678,4
20,fi_306+securities-administrator,2007,0.0391,5
20,fi_306+securities-administrator,2008,0.0108,5
20,fi_306+servicer,2002,0.0993,3
20,fi_306+servicer,2003,0.1237,2
20,fi_306+servicer,2004,0.1151,2
20,fi_306+servicer,2005,0.0785,3
20,fi_306+servicer,2006,0.0535,5
20,fi_51+issuer,2005,0.1476,1
20,fi_51+issuer,2006,0.1851,2
20,fi_87+seller,2003,0.0412,5
20,fi_91+originator,2002,0.0449,5
21,fi_107+depositor,2003,0.0666,5
21,fi_107+depositor,2004,0.1276,2
21,fi_129+depositor,2004,0.101,4
21,fi_129+depositor,2005,0.1252,1
21,fi_129+depositor,2006,0.0551,5
21,fi_129+seller,2003,0.0954,3
21,fi_129+seller,2004,0.1676,1
21,fi_129+seller,2005,0.112,2
21,fi_129+seller,2007,0.0734,5
21,fi_129+seller,2008,0.0447,5
21,fi_129+sponsor,2006,0.0591,4
